districte;barris;barri_nom;barri_curt;poblacio;superficies;densitat;densitat_neta;homes;dones;e0_14_anys;e15_24_anys;e25_64_anys;e65 anys_i_mes;andalusia;arago;asturies;balears;canaries;cantabria;castellalamanxa;castellalleo;catalunya;valencia;extremadura;galicia;madrid;murcia;navarra;pais_basc;rioja;ceuta_melilla;estranger;espanya;alemanya;austria;belgica;bulgaria;dinamarca;eslovaquia;eslovenia;estonia;finlandia;franca;grecia;hongria;irlanda;italia;letonia;lituania;luxemburg;malta;holanda;polonia;portugal;uk;romania;suecia;rep_txeca;xipre;albania;andorra;armenia;bielorussia;bosnia;croacia;georgia;islandia;liechtenstein;maceconia;moldavia;monaco;montenegro;noruega;russia;serbia;suissa;ucraina;algeria;angola;benin;burkinafaso;burunci;camerun;cap_verd;rep_centreafrica;congo;congo_rd;costaivori;egipte;eritrea;etiopia;gabon;gambia;ghana;guinea;guinea_bissau;guinea_equatorial;kenya;liberia;libia;macagascar;malawi;mali;marroc;maurici;mauritania;mocambic;namibia;niger;nigeria;rwanda;sao_tome_principe;senegal;seychelles;sierraleone;somalia;sucafrica;sucan;tanzania;togo;tunisia;uganca;zambia;zimbabwe;altres_paisos_africa;canaca;eeuu;antigua;bahames;barbacos;belize;costa_rica;cuba;dominica;dominicana_republica;granaca;guatemala;haiti;honcures;jamaica;mexic;nicaragua;panama;christopher_i_nevis;saintlucia;salvacor;trinitat_i_tobago;argentina;bolivia;brasil;colombia;equacor;guyana;paraguai;peru;uruguai;venecuela;xile;afganistan;arabia_saudita;azerbaidjan;bangladesh;cambodja;corea;filipines;iemen;india;indonesia;iran;iraq;israel;japo;jorcania;kazakhstan;kirguizistan;kuwait;laos;liban;malaisia;mongolia;myanmar;nepal;oman;pakistan;singapur;siria;sri_lanka;tacjikistan;tailancia;turkmenistan;turquia;uea;uzbekistan;vietnam;xina;altres_asia;australia;nova_zelanda;apatrides;per_llar;persones_per_llar;menors_24;de25_29_anys;de30_34_anys;de35_39_anys;de40_44_anys;de45_49_anys;de50_54_anys;de55_59_anys;de60_64_anys;de65_69_anys;de70_74_anys;de75_79_anys;de80_84_anys;de85_89_anys;de90_94_anys;de95_i_mes;sols_total;sense_estudis;primaris;second_inferior;second_superior;universitaris;no_consta;senseestucis_dones;primaris_dones;dones_batxilleratelemental;dones_batxilleratsuperior;dones_superior;dones_no_consta;persona1;persones2;persones3;persones4;persones5;persones6;persones7;persones8;persones9_i_mes;cap_menor;menor1;menors2;menors3;menors_4_o_mes;tots_espanyols;tots_estrangers;llars_mixtes;edatmitjana_totsespanyols;edatmitjana_totsestrangers;edatmitjana_mixtes;emigrants;emigrants_homes;emigrants_dones;naixements_2007;naixements_2008;naixements_2009;naixements2010;naixements2011;naixements2012;baixa_per_mil;alta_taxa_per_mil;total_aturats;atur_menys6mesos;atur6a12mesos;aturmes12mesos;atur_homes;atur_dones;rfbc2008_old;rfbc2009_old;rfbc2010_old;rfbc2011_old;rfbc2008;rfbc2012;rfbc2014;fins_a_75_cc;de_75_a_125_cc;de_126_a_200;de_201_a_250_cc;de_251_a_300_cc;de_301_a_500_cc;de_501_a_750_cc;mes_de_750_cc;vehiclestotal;turismes;motos;ciclomotors;furgonetes;camions;altres_vehicles;cotxes_menys_dun_any;cotxes_1_any;cotxes_2_anys;cotxes_3_anys;cotxes_4_anys;cotxes_5_anys;cotxes_6_anys;cotxes_7_anys;cotxes_8_anys;cotxes_9_anys;cotxes_10_anys;cotxes_d11_a_15;cotxes_mes_15;llars;propi_compra_pagat;propi_compra_hipoteca;propi_herencia;llogat;cedit;altra_forma;fins_a_30_m2;de31_a_60_m2;de61_a_90_m2;de91_a_120_m2;de121_a_150_m2;mes_de_150_m2;habitacio1;habitacions2;habitacions3;habitacions4;habitacions5;habitacions6;habitacions7;habitacions8;habitacions_9i_mes;amb_calefaccio;colectiva_o_central;individual;aparell_escalfar;sense_calefaccio;amb_telefon;sense_telefon;nc;amb_internet;sense_internet;ruinos;dolent;deficient;bo;preum2_2009;preum2_2010;preum2_2011;preum2_2012;preum2_2013;preulloguerm2_2011;preulloguerm2_2010.;preulloguerm2_2009;preulloguerm2_2008;preulloguerm2_2007;electors_l07;votants_l07;psc_l07;ciu_l07;pp_l07;icv_l07;erc_l07;altre_l07;electors_l11;votants_l11;ciu_l11;psc_l11;pp_l11;icv_l11;erc_l11;altres_l11;blancs_l11;nuls_l11;electors_a10;votants_a10;abstencio_a10;ciu_a10;psc_a10;pp_a10;icv_a10;erc_a10;cs_a10;si_a10;altres_a10;blancs_a10;nuls_a10;electors_a12;votants_a12;abstencio_a12;ciu_a12;pp_a12;erc_a12;psc_a12;icv_a12;cs_a12;cup_a12;altres_a12;blancs_a12;nuls_a12;electors_g11;votants_g11;abstencio_g11;ciu_g11;psc_g11;pp_g11;icv_g11;erc_g11;eb_g11;upyc_g11;pxc_g11;pirata_g11;pacma_g11;anticapitalistes_g11;uce_g11;blancs_g11;nuls_g11;electors_eu14;votants_eu14;abstencio_eu14;erc_eu14;ciu_eu14;icv_eu14;psc_eu14;pp_eu14;cs_eu14;pocem_eu14;altres_eu14;blancs_eu14;nuls_eu14;de65_anys_i_mes_sols;de75_anys_i_mes_sols;index_envelliment;index_sobreenvelliment;dependencia_dem;habitatgeææ;aparcamentsææ;comerc;industriaææ;oficinesææ;ensenyamentææ;sanitatææ;hostaleriaææ;esportiuææ;religiosææ;espectaclesææ;altres_usosææ;taxa_natalitat_2014;taxa_mortalitat_2014;taxa_immigracio_2014;taxa_emigracio_2014;pensions_no_contr_jubilacio_2012;pensions_no_contr_invalidesa_2012
9;61; la Sagrera;sagre;28911;97;297;733;13550;15361;3320;2544;16873;6174;1729;896;66;45;30;33;651;1378;16549;326;429;712;218;205;49;86;51;51;5407;25041;36;7;11;27;1;3;0;0;1;54;7;3;6;200;0;1;0;0;20;23;31;23;88;7;4;0;4;1;45;2;0;0;54;1;0;0;13;0;0;1;95;6;3;63;18;0;0;0;0;3;2;0;0;0;1;6;0;0;0;2;4;20;1;0;1;0;0;0;0;0;133;0;0;0;0;0;1;0;0;23;0;0;0;0;0;0;2;2;0;0;0;0;2;16;0;0;0;0;8;47;1;236;0;1;0;114;0;31;17;2;0;0;17;0;79;273;66;294;384;0;90;468;46;56;47;0;0;0;6;0;1;25;0;42;1;8;0;1;7;3;1;0;0;0;2;1;0;0;7;0;51;0;10;0;0;4;0;1;0;0;0;342;0;2;0;0;11681;2.5;39;155;234;271;197;176;162;227;254;265;200;324;282;222;84;22;3114;1842;5197;6415;6904;4919;6;1163;3009;3285;3320;2820;4;3116;3.73;2487;1636;385;169;71;43;44;9.27;1458;822;106;25;10022;603;1056;47.7;31.2;33.9;999;490;509;234;235;241;231;256;234;66.8;66.9;1808;634;296;878;831;977;853,149,123,117;812,068,293,852;804,140,021,082;766,664,074,357;85.3;72.9;74.3;153;1229;271;264;102;142;334;154;14908;9916;2649;1258;387;327;371;204;292;374;404;403;568;518;643;525;550;441;2257;2086;12167;5063;2757;269;3522;163;394;.;3090;7824;1056;.;.;237;601;2002;3001;4031;2102;139;.;.;10545;361;6068;4116;1622;11850;.;281;7848;4320;.;.;.;11798;3363;3227;2908;2422;2475;11;11;12;12;12;22218;11856;4392;2001;1885;1135;1099;1344;22128;11936;2233;3422;2257;1286;647;1295;574;222;21908;13735;8173;3983;2988;2166;1382;928;611;357;772;425;123;21704;15716;5988;3362;2523;2170;2327;2212;1483;501;818;197;123;21958;15378;6580;3088;4724;3419;1550;1027;295;230;197;123;127;60;21;298;219;21771;11381;10390;2539;1534;1517;1640;1427;932;681;895;154;62;22.3;29.4;176.8;50.7;51.6;13437;7.11;1357;997;267;146;57;21;19;9;0;8;8.9;8.2;37.9;33.2;95;91
9;62; el Congres i els Indians;congr;14010;41;344;731;6360;7650;1728;1189;7644;3449;652;370;34;27;9;22;201;450;8790;156;155;217;102;114;26;55;30;10;2590;12055;28;4;5;25;3;0;0;0;2;39;1;2;3;98;1;1;0;0;3;14;15;13;90;1;1;0;2;1;23;5;0;1;73;0;0;0;8;0;0;1;56;0;4;51;3;1;0;0;0;0;0;0;0;0;3;7;0;1;0;0;0;1;1;0;0;3;0;0;0;2;82;0;0;1;0;0;4;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;18;0;76;0;3;0;34;0;16;2;3;0;0;10;0;38;199;40;120;131;0;70;162;11;24;31;0;0;0;12;0;3;0;0;10;0;2;0;0;6;0;0;0;0;0;0;1;0;0;0;0;48;0;0;0;0;0;0;2;0;1;0;182;0;2;0;0;5927;2.4;15;74;128;130;112;103;118;115;101;137;111;160;307;248;67;22;1948;955;2434;2889;3294;2581;2;638;1463;1466;1611;1489;1;1952;1723;1106;784;207;79;32;22;25;4673;750;435;59;13;5101;326;503;48.9;30.8;34.5;408;196;212;119;125;116;116;115;118;60.1;60.7;880;309;144;427;405;476;836,379,211,472;785,801,023,356;760,305,099,478;728,747,774,854;83.6;72.3;73.7;120;624;161;148;51;62;163;91;7049;4455;1420;595;246;122;211;94;122;133;175;152;248;220;246;231;224;186;977;1161;5963;2471;1397;342;1389;.;291;.;1505;3744;588;.;.;.;305;1141;1578;1967;819;.;.;.;5110;142;3054;1914;852;5963;.;.;3530;2433;.;.;.;5963;.;.;.;.;.;11;11;12;12;12;10865;5821;1896;1343;779;622;582;599;10515;5762;1394;1455;798;692;347;662;289;125;10403;6656;3747;2336;1291;731;705;541;233;169;385;218;47;10321;7369;2952;2044;909;1187;881;973;500;353;356;89;77;10388;7276;3112;1934;2026;1245;806;520;152;89;90;68;61;37;5;132;111;10348;5363;4985;1390;984;800;665;511;315;248;353;58;39;30.5;35.7;185.6;65.2;61;6997;2024;774;454;71;115;35;29;8;19;0;6;8.9;11.5;35.5;27.9;45;63
9;63; Navas;navas;21811;42;515;969;10150;11661;2507;1940;12313;5051;1079;631;71;33;34;40;325;764;13322;256;233;375;148;126;51;76;32;39;4176;18651;23;1;7;21;7;0;2;2;2;59;7;6;5;181;3;3;0;0;10;42;30;37;90;3;7;0;3;0;76;3;1;3;29;0;0;0;0;0;0;2;55;1;3;52;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;1;10;1;7;0;0;3;0;0;0;84;0;7;0;0;0;2;0;0;33;0;0;0;0;0;0;0;2;0;0;0;0;3;12;0;0;0;0;0;33;0;117;0;5;0;42;0;26;8;4;0;0;9;0;70;266;73;169;242;0;71;337;39;39;47;0;0;8;3;0;1;13;0;14;1;7;1;0;18;8;0;0;0;0;0;0;0;0;0;0;54;0;19;0;1;2;0;1;0;1;1;454;6;0;0;0;8936;2.4;41;106;154;183;150;138;115;147;201;268;206;267;297;200;83;9;2565;1305;3662;4603;5318;4206;6;832;2272;2378;2548;2335;1;2567;2757;1766;1267;333;132;58;30;25;7092;1111;636;79;17;7615;548;772;48.4;31.4;35;635;304;331;183;181;149;190;179;151;60.3;62.1;1357;479;222;656;626;731;910,423,017,903;869,272,158,837;814,049,721,802;748,392,856,649;91;77;75.4;189;1075;212;240;104;140;294;132;11981;7703;2386;1013;360;235;284;157;189;248;298;285;426;448;472;435;392;305;1710;1806;10659;4614;2214;414;2820;201;397;.;2086;7260;1181;.;.;.;263;1530;2673;4095;1819;175;.;.;9524;370;5660;3494;1135;9298;.;1325;6736;3923;.;.;230;9087;.;3488;2806;2455;.;11;11;12;12;12;18611;9069;2952;2203;1261;747;903;1003;16364;9036;2402;2168;1427;857;529;1020;440;193;16118;10424;5694;3734;1966;1353;916;762;390;299;589;352;63;16101;11822;4279;3332;1616;1748;1446;1445;966;402;629;149;89;16158;11370;4788;3051;3128;2222;1053;859;207;120;128;126;96;31;17;179;153;16288;8744;7544;2169;1713;996;1075;979;572;387;656;139;58;25.9;31.4;190.9;53;56.1;10045;4414;872;497;146;56;11;36;6;6;16;6;7.6;7.5;35.2;28.8;91;72
10;64; el Camp de l'Arpa del Clot;carpa;37933;74;511;883;17767;20166;4100;3040;22327;8466;1496;1019;97;76;56;51;468;1122;23291;455;362;702;254;205;92;154;59;54;7920;31946;118;9;16;40;9;8;1;1;4;201;13;9;18;469;3;6;0;0;47;29;54;124;166;29;9;0;2;5;59;6;0;1;40;0;0;0;3;0;0;3;117;2;12;90;28;1;0;0;0;4;0;0;1;0;0;12;0;0;0;9;2;11;12;5;0;0;2;0;0;0;364;0;1;0;0;0;3;0;1;34;0;1;0;0;1;0;0;4;0;0;0;0;7;38;0;0;0;0;3;76;0;201;0;11;0;63;0;89;8;9;0;0;16;0;187;410;147;418;310;0;69;516;71;159;93;0;0;0;3;0;3;51;0;35;3;12;3;3;21;8;6;0;0;0;6;1;0;0;10;0;175;0;4;0;0;1;0;12;0;2;2;499;1;3;3;0;16.33;2.3;78;320;438;481;306;326;317;311;394;414;352;390;497;399;167;31;5221;2148;6159;7568;9207;8548;9;1376;3659;3905;4394;4733;4;5224;5039;3197;1964;533;192;91;40;47;13279;1915;970;131;32;13499;1265;1563;48.4;32;35.1;1284;648;636;332;329;358;315;296;279;70.1;71;2558;958;420;1180;1261;1297;924,449,023,548;892,223,586,998;845,951,528,542;823,060,880,095;92.4;81.2;76.5;326;1995;465;418;174;226;469;242;20565;12844;4315;1795;648;467;496;288;283;412;458;488;629;681;786;699;558;583;2835;3161;16993;6697;3652;822;5052;270;500;.;5416;9243;1980;202;.;317;1115;2867;4889;5031;2426;267;.;.;15100;510;8468;6122;1893;16572;.;421;10839;6153;.;.;672;15727;3593;3579;2917;2637;2418;11;12;13;13;13;30392;15698;4682;4146;1805;1488;1920;1657;28567;15409;4331;3406;2016;1662;1144;1808;762;280;28167;18047;10120;6628;3188;1838;1767;1589;579;630;1091;622;115;28008;20232;7776;6298;2225;3511;2168;2554;1185;903;1038;223;127;28108;19302;8806;5449;4916;3145;2162;1820;400;174;210;176;145;80;15;324;286;28058;14995;13063;4266;2994;2060;1560;1352;727;678;1088;200;70;26.4;32.9;194.3;53;51.5;20012;7334;1318;1289;238;91;28;265;16;21;8;19;8.5;9.1;44.4;33.6;158;193
10;65; el Clot;clot;27169;70;390;1150;13109;14060;3550;2452;16336;4831;1293;681;103;36;35;35;453;970;16802;318;323;524;202;157;56;99;40;43;4999;23280;64;7;11;30;4;3;4;4;3;125;13;17;11;301;2;7;0;1;23;28;61;70;133;15;9;0;11;1;19;3;0;3;53;0;0;0;14;0;0;4;68;4;7;70;15;0;0;1;0;8;0;0;0;0;2;6;0;0;0;5;1;4;2;1;3;0;0;0;0;3;296;0;1;0;0;0;5;0;0;12;0;0;0;0;0;0;0;8;0;0;0;0;2;31;0;0;0;0;0;51;0;108;0;2;0;44;1;65;2;11;0;0;4;0;98;243;110;183;256;0;76;270;57;56;70;1;0;6;5;0;4;9;0;21;1;3;0;2;7;1;2;0;0;0;2;0;0;0;5;0;140;0;12;0;1;1;0;2;0;1;2;335;4;4;2;0;10817;2.5;41;181;236;254;222;189;193;185;207;235;192;226;252;209;59;15;2896;1581;4461;5706;6351;5306;7;983;2504;2861;2973;2917;3;2902;3188;2233;1812;417;143;65;21;36;8294;1478;901;124;20;9.05;802;965;45.4;32.2;34.8;881;454;427;258;272;239;230;222;217;65.5;61.3;1744;620;291;833;832;912;889,653,472,934;854,508,827,307;828,199,066,992;799,940,023,613;89;78.2;76.9;150;1291;251;246;81;145;348;173;14136;8976;2685;1323;404;354;394;210;236;297;371;351;514;545;556;487;465;416;1990;1825;11700;5306;2840;276;2684;194;402;129;2148;7800;1481;.;.;280;436;1722;3140;4004;1920;151;.;.;10341;459;6355;3527;1359;11232;.;458;8025;3675;.;.;576;10590;3528;3403;3034;2612;2452;11;12;13;13;12;21987;10469;3365;2214;1387;1105;1093;1305;20026;10669;2475;2520;1630;1195;669;1343;624;213;19835;12432;7403;3933;2333;1582;1343;946;551;344;796;528;76;19647;14379;5268;3586;1810;2157;1866;2044;1276;573;791;187;89;19707;13578;6129;3221;3858;2571;1472;1018;284;183;171;147;96;66;19;267;205;19770;10232;9538;2653;1569;1482;1266;1027;720;564;739;153;59;24.4;29.8;130.1;52.5;46.4;12373;6059;1324;588;143;60;21;33;12;3;6;8;7.1;7.1;39.8;29.8;104;93
10;66; el Parc i la Llacuna del Poblenou;llacun;14355;111;129;731;6862;7493;1634;1255;8818;2648;651;396;58;27;27;40;192;480;7933;199;136;324;144;77;43;102;30;43;3453;11509;97;15;22;46;10;4;1;3;3;150;13;9;11;397;2;3;1;1;40;29;57;93;86;29;19;1;5;2;5;1;4;4;11;1;0;0;7;0;0;2;67;13;18;32;12;1;0;1;0;1;0;0;0;0;0;5;0;0;0;2;4;4;0;3;0;0;2;0;0;1;135;0;0;0;0;0;1;0;0;20;0;2;0;0;0;0;0;2;0;0;0;0;9;63;0;1;0;0;4;32;0;47;0;3;0;31;0;51;4;5;0;0;6;0;89;56;74;105;56;0;45;87;23;21;59;0;0;0;5;0;9;24;0;12;1;1;0;5;14;1;3;1;0;0;2;0;5;0;0;0;80;1;1;0;0;2;0;13;0;0;0;276;3;4;0;2;5.99;2.4;29;119;207;245;135;129;101;112;158;122;102;134;145;99;30;12;1879;809;2140;2611;3321;3849;6;503;1223;1292;1589;2080;3;1882;1773;1168;807;215;66;36;15;30;4787;733;395;66;11;4702;640;650;47;31.2;33.2;500;245;255;91;127;113;120;120;118;56;74.7;843;297;145;401;395;448;1,062,243,044,208;1,031,239,879,996;972,592,208,749;908,927,679,108;106.2;88.9;93.7;119;814;185;147;51;92;181;115;9870;5807;1704;757;544;539;519;201;182;195;225;258;326;337;299;293;297;253;1122;1280;6202;2801;1409;180;1446;.;271;.;1365;3804;776;.;.;.;401;845;2010;1743;961;.;.;.;5483;412;3120;1951;720;5872;.;330;4135;2067;.;.;148;5696;.;.;3271;2808;2630;12;13;13;13;14;9751;5131;1503;1098;840;553;514;623;9832;5269;1243;1114;875;662;341;680;240;114;9591;5951;3640;1876;1032;817;702;433;299;186;347;222;37;9845;7060;2785;1751;975;1045;782;1055;596;316;403;86;51;9666;6599;3067;1569;1626;1355;841;507;140;103;81;73;39;34;12;111;108;10223;5274;4949;1237;836;859;588;559;378;305;420;58;34;24;29.4;151.3;53.1;44.4;7116;5221;1069;2241;571;27;36;108;19;4;0;12;9.1;8.4;58.4;31.7;52;120
10;67; la Vila Olimpica del Poblenou;volim;9319;94;99;385;4584;4735;1651;1039;5680;949;243;197;31;28;23;31;81;241;5802;137;60;123;146;44;27;86;23;34;1962;7758;119;7;18;18;17;6;2;1;9;164;8;11;8;307;3;2;0;1;56;15;55;74;31;14;14;0;1;2;3;2;0;0;1;2;0;0;0;0;1;6;62;18;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;23;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;11;54;0;0;0;0;3;8;0;5;0;3;1;6;0;20;2;0;0;0;3;0;48;20;44;43;14;0;1;27;16;20;10;0;0;0;2;0;5;3;0;19;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;1;0;13;0;0;0;38;0;1;0;0;3533;2.7;14;39;76;95;90;100;84;80;82;60;45;41;32;24;7;3;872;333;492;973;1847;3923;1;202;290;492;913;2016;0;874;911;752;710;207;52;11;8;8;2384;616;444;77;12;2.67;447;416;40.5;32.6;33.4;240;108;132;104;100;93;91;84;76;45;48.7;555;215;103;237;262;292;1,332,947,000,316;1,411,007,956,614;1,349,236,875,011;1,460,386,728,717;133.3;146.6;151.6;38;602;128;131;35;60;124;86;5956;3903;1204;343;173;141;192;432;134;160;167;197;235;236;248;211;174;172;739;403;3746;1390;1154;.;812;.;263;.;504;1416;1370;316;.;.;245;539;578;1384;733;201;.;.;3582;262;2876;444;164;3680;.;.;3178;568;.;.;.;3664;.;.;;.;3987;14;15;15;15;15;5875;3520;1010;769;430;474;350;487;6080;3772;995;860;492;489;218;455;197;66;5828;4296;1532;1382;699;497;533;275;272;184;261;179;14;5970;4872;1098;1506;547;658;483;718;457;225;210;42;26;5866;4543;1323;1238;1037;804;603;440;86;72;26;33;26;20;2;82;74;6230;3937;2293;891;808;653;435;303;315;189;288;43;12;22;28.2;53.6;39.3;41.8;4691;6332;390;871;145;19;11;35;15;4;0;13;10.3;3.2;39.1;27.3;7;12
10;68; el Poblenou;poblen;32838;154;213;771;16030;16808;5098;2408;19761;5571;1225;515;77;78;39;46;390;571;21386;371;250;420;264;171;53;163;34;45;6740;27180;259;33;41;57;24;18;7;4;12;372;14;13;20;719;7;8;1;0;78;64;90;213;116;49;17;1;8;1;37;9;5;4;11;5;0;6;10;0;0;12;117;14;32;62;39;1;0;0;0;5;0;0;0;0;0;4;1;1;1;1;2;8;4;1;1;0;3;0;0;0;233;0;0;2;0;0;4;0;0;42;0;0;0;2;0;1;0;3;0;0;0;0;11;72;0;0;0;0;10;52;0;69;0;10;1;61;0;86;6;2;0;0;3;0;190;174;128;175;180;0;59;99;40;69;96;2;0;1;4;0;4;9;0;62;1;3;1;8;19;6;7;4;0;0;4;1;0;0;1;0;542;1;10;0;0;2;0;17;3;2;2;397;4;18;1;0;13462;2.5;33;220;384;521;397;313;254;201;212;229;198;327;345;267;116;19;4036;2048;4980;5920;6979;7755;11;1273;2707;2847;3277;4205;6;4048;3798;2635;2095;536;170;91;34;55;9907;1946;1342;231;36;10711;1351;1.4;44;31.8;33.1;994;520;474;360;384;350;387;380;356;62.6;67.2;1909;729;350;830;902;1007;93,603,253,988;865,424,450,152;863,303,355,545;892,139,631,993;93.6;89.8;89.6;171;1411;268;305;94;171;345;229;15996;10025;2994;1294;544;523;616;225;311;366;381;388;571;595;623;563;469;479;2124;2136;13723;3909;4624;417;4135;268;370;133;3775;7816;1801;160;.;270;856;2441;4066;4175;1586;207;.;.;12517;875;7485;4157;1206;13427;.;230;9544;4179;.;173;1393;11916;3961;4165;3751;3294;2942;13;14;14;14;15;23346;11193;3432;2654;1022;1337;1422;1326;22701;11810;3130;2498;1176;1788;856;1548;570;244;21985;13535;8450;4787;2317;1129;1860;1188;446;453;833;429;93;22223;16007;6216;4736;1422;2646;1534;2857;942;783;816;165;106;22250;14853;7397;4111;3780;1999;2114;1368;311;156;168;139;97;63;20;264;263;22784;11745;11039;3311;2206;2029;1168;695;592;584;918;158;84;26.8;33.4;102.2;57.4;50.2;16544;8.72;1673;1358;415;46;52;104;12;18;3;6;10;6.9;42.9;30.7;98;138
10;69; Diagonal Mar i el Front Maritim del Poblenou;diagm;12894;124;104;560;6304;6590;2434;717;7887;1856;584;271;39;29;17;27;158;295;7956;182;131;194;151;64;28;73;29;20;2646;10665;111;14;29;35;14;8;1;1;3;151;8;23;11;297;9;3;1;0;41;40;50;107;29;27;8;0;4;1;10;3;0;1;12;0;0;0;1;0;1;3;191;10;10;31;9;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;8;2;0;0;0;0;0;0;0;0;68;0;1;0;0;0;2;0;0;2;0;0;0;0;1;0;0;4;0;0;0;0;5;49;0;0;0;0;2;10;0;11;0;1;0;6;0;41;1;2;1;0;3;0;75;29;79;100;25;0;10;37;19;49;15;0;2;1;4;0;3;6;0;21;3;1;5;12;11;0;0;1;0;0;0;0;0;0;2;0;49;1;1;0;0;1;0;17;0;0;1;110;0;0;2;0;5403;2.4;20;85;260;294;206;133;108;88;88;71;80;67;68;44;16;4;1632;650;1387;1836;2510;4110;1;418;791;888;1182;2140;0;1634;1568;1.04;822;222;64;29;15;8;3725;882;666;116;13;4251;582;569;40.7;32;33.1;402;203;199;171;194;155;159;202;211;45.7;61.9;915;355;148;412;481;435;1,044,459,867,691;1,078,709,239,985;1,067,527,789,159;1,222,949,172,435;104.4;127.4;150.1;40;695;122;136;56;64;124;106;6176;4032;1343;295;159;142;205;177;165;181;205;205;252;285;265;255;222;204;720;484;5734;1137;2828;.;1519;.;132;.;1049;3853;669;.;.;152;622;1016;1810;1647;428;.;.;.;5350;557;3631;1162;384;5614;.;120;4309;1425;.;.;.;5540;5417;5575;4791;4248;4391;15;15;15;15;16;7171;3736;1283;695;479;465;317;497;8283;4537;988;1095;615;648;273;591;247;80;7916;5163;2753;1622;938;572;705;375;308;152;287;164;40;8297;6149;2148;1558;741;802;748;1035;611;223;316;80;35;8244;5808;2436;1405;1561;1061;779;434;116;93;49;57;42;20;5;107;79;8730;4590;4140;1037;730;777;565;402;369;290;343;53;24;18.6;23.2;71.5;45.6;52.4;6308;8199;474;164;237;10;5;119;10;8;10;5;15.7;4.8;41.4;33.2;19;47
10;70; el Besos i el Maresme;besos;23118;127;181;878;11859;11259;3162;2420;13223;4313;2104;367;42;27;18;22;452;600;11233;194;369;477;114;199;25;37;19;67;6752;17102;30;2;7;92;2;0;2;2;3;26;1;5;3;129;5;7;0;0;21;23;65;19;174;11;6;0;15;0;21;6;4;2;60;0;1;2;18;0;0;1;93;1;1;74;44;1;0;0;0;6;0;0;0;0;2;8;0;0;0;7;15;6;1;1;0;0;0;0;0;2;423;1;1;0;0;5;13;0;0;127;0;1;0;0;0;0;0;12;0;0;0;0;1;13;0;0;0;0;0;26;0;142;0;2;0;108;0;16;2;0;0;0;27;0;67;226;69;133;336;0;35;179;14;50;43;0;0;15;20;0;1;22;0;186;0;3;4;2;1;0;1;0;0;0;0;0;3;0;109;0;2276;0;3;0;0;0;0;0;0;2;0;267;1;1;0;0;8409;2.8;41;89;119;142;145;127;146;128;149;158;146;279;321;199;63;11;2263;2901;6152;5673;3426;1678;6;1764;2673;2587;1691;950;2;2265;2382;1613;1163;402;199;129;94;160;6351;1156;638;169;93;6645;959;803;47.6;29.9;32.2;1211;709;502;179;219;192;238;233;217;83.8;82.4;2097;811;335;951;1103;994;611,382,709,221;537,287,459,415;536,042,439,207;529,175,508,733;61.1;52.4;53;84;583;106;117;41;61;143;64;10112;6944;1199;919;362;373;315;118;149;173;187;222;330;346;384;370;336;363;1615;1897;7611;3405;2226;195;1176;205;405;.;3658;3713;222;.;.;.;324;2229;1983;2706;276;.;.;.;6213;280;2891;3042;1399;7553;.;.;4151;3461;.;.;1509;5988;2929;2722;2337;2072;2008;11;11;12;12;14;15237;6551;3165;676;1176;482;405;647;14928;6317;814;2368;1277;556;202;703;275;122;14811;7239;7572;1622;2255;1270;611;340;277;88;525;215;36;14544;8674;5870;1232;1491;772;2160;1206;785;200;652;104;72;14816;8782;6034;1076;3456;2167;841;308;94;125;297;71;66;33;19;112;117;14483;5734;8749;845;439;679;1464;753;450;461;519;74;50;27.4;31.4;127.9;64.7;49.4;9677;1187;735;457;193;68;16;42;13;11;3;15;8.4;8.9;63.2;47.1;105;189
